id,name,price,description,image,imagetwo,category,offer,newprice,created_at,updated_at
2099,EL INVITADO DE DRACULA                                                          ,600,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2100,EL LLAMADO DEL DRAGON (SAGA DE LA AVERGONZADORA 01)                             ,630,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2101,EL PLANETA DE LOS SIMIOS                                                        ,530,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2102,EL PORTAL DE LA SOMBRA (2da Edicion)                                            ,650,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2103,EL REY DE AMARILLO                                                              ,440,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2104,ELOISA                                                                          ,520,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2105,ESCUELA DE MONSTRUOS 02 **RE**                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2106,ESCUELA DE MONSTRUOS 04 **RE**                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2107,ESCUELA DE MONSTRUOS 06 **RE**                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2108,ESCUELA DE MONSTRUOS 08                                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2109,ESCUELA DE MONSTRUOS 09                                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2110,ESCUELA DE MONSTRUOS 10                                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2111,ETCHENIKE                                                                       ,610,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2112,FEDE Y TOMATE - HAY QUE SALVAR A FLORENCIA                                      ,420,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2113,GASTRONOMAGICO                                                                  ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2114,HOLMES & WATSON: EL PIE DEL DIABLO                                              ,440,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2115,HOLMES & WATSON: EL PROBLEMA FINAL                                              ,440,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2116,HOUNDS - VOLUMEN 01                                                             ,550,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2117,"JIM, JAM Y EL OTRO                                                              ",560,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2118,"JIM, JAM Y EL OTRO -  MARGARITAS Y CHANCHOS                                     ",560,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2119,KHUR EL FUGITIVO                                                                ,430,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2120,LA BRUJA BABA YAGA                                                              ,330,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2121,LA CENA DEL ESQUELETO                                                           ,330,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2122,LA GUERRA DE LA AVERGONZADORA (SAGA DE LA AVERGONZADORA 04)                     ,730,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2123,LA LIGA DE LOS EXTRAORDINARIOS DETECTIVES                                       ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2124,LOS PRISIONEROS DE DRAKANA (SAGA DE LA AVERGONZADORA 02)                        ,650,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2125,MAX HELL - EPISODIO 01:  EL PLANETA DE VIERNES                                  ,490,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2126,MAX HELL - EPISODIO 02: ESCAPE DE NOVA CARTAGO                                  ,490,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2127,ODD Y LOS GIGANTES DE HIELO (NEIL GAIMAN)                                       ,450,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2128,PALOMAS DEL INFIERNO Y OTROS CUENTOS DE HORROR DE ROBERT HOWARD                 ,440,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2129,SEÑOR INVIERNO                                                                  ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2130,SOLOMON KANE (NOVELA)                                                           ,640,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2131,WONDERLAND                                                                      ,510,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2132,ALONSO CHRISTIANO PACK TRILOGIA                                                 ,1.950,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2133,ALONSO CHRISTIANO Y LA CIUDAD DE LOS DIOSES                                     ,780,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2134,ALONSO CHRISTIANO Y LA MALDICIÓN EN EL VALLE DE LURIN                           ,520,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2135,ALONSO CHRISTIANO Y LAS MISTERIOSAS LUCES DE LA PAMPA                           ,650,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2136,BERNARDO MEDITA                                                                 ,520,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2137,DESVENTURAS DE LARGUIRUCHO                                                      ,1.495,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2138,EL MUNDO DE LA LEYENDA                                                          ,100,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2139,EL PRINCIPITO (ASSISI)                                                          ,130,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2140,ROCCO HACHASEDIENTA                                                             ,390,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2141,AQUELARRE LA ISLA DE FUEGO                                                      ,600,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2142,BUENOS AIRES FANTASTICA                                                         ,700,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2143,CRONICAS ERRANTES                                                               ,600,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2144,NOSOTROS LOS ABISALES                                                           ,400,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2145,OESTERHELD: UNA CITA CON EL FUTURO                                              ,1.200,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2146,DVD SAILOR MOON 03 (SAILOR STARS)                                               ,70,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2147,DVD SAILOR MOON 04 (SAILOR STARS)                                               ,70,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2148,DVD SAILOR MOON 05 (SAILOR STARS)                                               ,70,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2149,DVD SAILOR MOON 06 (SAILOR STARS)                                               ,70,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2150,THE WALKING DEAD: APOCALIPSIS ZOMBI YA                                          ,990,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2151,LOVE IN HELL                                                                    ,550,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2152,MONSTER X MONSTER 01                                                            ,550,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2153,MONSTER X MONSTER 02                                                            ,550,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2154,LA CONQUISTA ZOMBIE                                                             ,220,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2155,AGUILA ROJA. LA SOCIEDAD DEL LOTO BLANCO                                        ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2156,AL TERCER DIA                                                                   ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2157,ALICE ESCUELA DE MAGIA 03 (COMIC)                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2158,ALICE ESCUELA DE MAGIA 06 (COMIC)                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2159,ALICE ESCUELA DE MAGIA 07 (COMIC)                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2160,ALICE ESCUELA DE MAGIA 08 (COMIC)                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2161,ALICIA EN EL PAIS DE LOS MONOS                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2162,BAKEMONO 02 (DE 3): LUNA ROJA: PRELUDIO (COMIC)                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2163,BLUE DRAGON RAL GRAD 03 (COMIC)                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2164,BLUE DRAGON RAL GRAD 04 (COMIC) (ULTIMO NUMERO)                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2165,BRONZE 02                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2166,BRONZE 03                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2167,BRONZE 04                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2168,BRONZE 05                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2169,BRONZE 06                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2170,BRONZE 07                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2171,BRONZE 08                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2172,BRONZE 09                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2173,BRONZE 10                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2174,BRONZE 11                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2175,BRONZE 12                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2176,BRONZE 13                                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2177,BRONZE 14 (ULTIMO NUMERO)                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2178,BURKA BABES (COMIC)                                                             ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2179,BUSCANDO AL HOMBRE PERFECTO (COMIC)                                             ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2180,CABALLEROS DRAGONES                                                             ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2181,CAPITAN TSUBASA 05 (LAS AVENTURAS DE OLIVER Y BENJI) (COMIC)                    ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2182,CAPITAN TSUBASA 15 (LAS AVENTURAS DE OLIVER Y BENJI) (COMIC)                    ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2183,CAPITAN TSUBASA 17 (LAS AVENTURAS DE OLIVER Y BENJI) (COMIC)                    ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2184,CAPITAN TSUBASA 18 (LAS AVENTURAS DE OLIVER Y BENJI) (COMIC)                    ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2185,CAPITAN TSUBASA 19 (LAS AVENTURAS DE OLIVER Y BENJI) (COMIC)                    ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2186,CAPITAN TSUBASA 20 (LAS AVENTURAS DE OLIVER Y BENJI) (COMIC)                    ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2187,CAT SHIT ONE 02                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2188,CHICAS DE COMIC                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2189,CHIQUI BANG BANG                                                                ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2190,CHOCOMIMI 03 (COMIC)                                                            ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2191,CORAZONES ROLLIZOS 02                                                           ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2192,CRIMSON HERO 01 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2193,CRIMSON HERO 02 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2194,CRIMSON HERO 03 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2195,CRIMSON HERO 04 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2196,CRIMSON HERO 05 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2197,CRIMSON HERO 06 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2198,CRIMSON HERO 07 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2199,CRIMSON HERO 08 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2200,CRIMSON HERO 09 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2201,CRIMSON HERO 10 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2202,CRIMSON HERO 11 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2203,CRIMSON HERO 12 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2204,CRIMSON HERO 13 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2205,CRIMSON HERO 14 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2206,CRIMSON HERO 16 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2207,CRIMSON HERO 17 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2208,CRIMSON HERO 18 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2209,CRIMSON HERO 19 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2210,CRIMSON HERO 20 (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2211,DESTINOS 01. EL ATRACO                                                          ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2212,DESTINOS 02. EL HIJO                                                            ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2213,DESTINOS 03. LA TRAMPA AFRICANA                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2214,DESTINOS 04. PARANOIA                                                           ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2215,DESTINOS 05. EL FANTASMA                                                        ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2216,DESTINOS 06. DESHONOR                                                           ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2217,DESTINOS 07. UNA HERMOSA HISTORIA                                               ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2218,DESTINOS 08. EL JUICIO                                                          ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2219,DESTINOS 09. FAMILY VAN                                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2220,DESTINOS 10. EL MURO                                                            ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2221,DESTINOS 11. EL ANCESTRO                                                        ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2222,DESTINOS 12. LA PRISION                                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2223,DESTINOS 13. LA VENGANZA                                                        ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2224,DESTINOS 14. ELLEN                                                              ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2225,DETECTIVE RITUAL 03 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2226,DETECTIVE RITUAL 04 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2227,DETECTIVE RITUAL 05 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2228,DETECTIVE RITUAL 06 (COMIC) (ULTIMO NUMERO)                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2229,DIEN BIEN PHU  (COMIC)                                                          ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2230,DOKTOR SLEEPLESS 01 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2231,DOS ESPADAS 01                                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2232,EL CAPITAN SWING (COMIC)                                                        ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2233,EL GRAN CATSBY 02 (COMIC)                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2234,EL GRAN CATSBY 04 (COMIC)                                                       ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2235,EL INVASOR MICROSCOPICO                                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2236,EL PEQUEÑO MUNDO                                                                ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2237,EL PRINCIPE DE LA NOCHE (INTEGRAL DELUXE)                                       ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2238,ESPAÑISTAN: ESTE PAIS SE VA A LA MIERDA                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2239,ESTHER Y SU MUNDO 01 (BOLSILLO)                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2240,FEDERICO MENDELSSOHN BARTHOLDY. OBRA COMPLETA                                   ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2241,FIVE 02 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2242,FIVE 03 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2243,FIVE 04 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2244,FIVE 05 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2245,FIVE 06 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2246,FIVE 07 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2247,FIVE 08 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2248,FIVE 09 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2249,FIVE 10 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2250,FOTOGRAMAS. 2000 AÑOS DE CINE                                                   ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2251,FREAK ANGELS 02                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2252,FREAK ANGELS 03                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2253,FREAK ANGELS 05                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2254,FREAK ANGELS 06 (ULTIMO NUMERO)                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2255,GINTAMA 13 (COMIC)                                                              ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2256,GINTAMA 14 (COMIC)                                                              ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2257,GINTAMA 15 (COMIC)                                                              ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2258,GINTAMA 16 (COMIC)                                                              ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2259,HEREM 01 (COMIC)                                                                ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2260,HERTZ 01.(EL TRIANGULO SECRETO)                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2261,JANA 01 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2262,JANA 02 (COMIC)                                                                 ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2263,KUNG FU MOUSSE                                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2264,LA CANCION DE ARIADNA (COMIC)                                                   ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2265,LA CAPA PURPURA                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2266,LA SAGA DE CHAVES                                                               ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2267,LA VENTANA DE ORFEO 03 (COMIC)                                                  ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2268,LA VENTANA DE ORFEO 05 (COMIC)                                                  ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2269,LA VENTANA DE ORFEO 13 (COMIC) (ULTIMO NUMERO)                                  ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2270,LAS AVENTURAS IMAGINARIAS DEL JOVEN VERNE. LA PUERTA ENTRE LOS MUNDOS           ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2271,LETTERA                                                                         ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2272,LIVING IN INFAMY                                                                ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2273,LOLITA HR 02: GHETTO BLUES (COMIC)                                              ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2274,LOS GUARDIANES DE LA SANGRE 01.(EL TRIANGULO SECRETO)                           ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2275,LOS GUARDIANES DE LA SANGRE 03.(EL TRIANGULO SECRETO)                           ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2276,LOS NAUFRAGOS DEL TIEMPO VOL. 02                                                ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2277,LOST WORLD (COMIC)                                                              ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2278,LUCHA LIBRE 01                                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2279,LUCHA LIBRE 02                                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2280,LUCHA LIBRE 03                                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2281,LUCHA LIBRE 04                                                                  ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2282,MAIWAI 02 (COMIC)                                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2283,MAIWAI 03 (COMIC)                                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2284,MAIWAI 06 (COMIC)                                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2285,MAIWAI 07 (COMIC)                                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2286,MAIWAI 08 (COMIC)                                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2287,MAIWAI 09 (COMIC)                                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2288,MAIWAI 10 (COMIC)                                                               ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2289,MAS BURKA BABES (COMIC)                                                         ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2290,MAYME ANGEL 01 (COMIC)                                                          ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2291,MAYME ANGEL 02 (COMIC)                                                          ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2292,MESALINA                                                                        ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2293,MI PEQUEÑO MONSTRUO 01 (COMIC)                                                  ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2294,MIA (COMIC)                                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2295,MUCHACHO TOMO 1                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2296,MUCHACHO TOMO 2                                                                 ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2297,NACIDA EN CUALQUIER PARTE                                                       ,500,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2298,PEACH 02 (COMIC)                                                                ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2299,PEACH 04 (COMIC)                                                                ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2300,PRINCE OF TENNIS 06 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2301,PRINCE OF TENNIS 07 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2302,PRINCE OF TENNIS 08 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2303,PRINCE OF TENNIS 11 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2304,PRINCE OF TENNIS 12 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2305,PRINCE OF TENNIS 13 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2306,PRINCE OF TENNIS 14 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2307,PRINCE OF TENNIS 15 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2308,PRINCE OF TENNIS 16 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2309,PRINCE OF TENNIS 17 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2310,PRINCE OF TENNIS 18 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2311,PRINCE OF TENNIS 19 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2312,PRINCE OF TENNIS 20 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2313,PRINCE OF TENNIS 29 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
2314,PRINCE OF TENNIS 33 (COMIC)                                                     ,300,,,,comics,,,2020-08-29 00:00:00,2020-08-29 00:00:00
